Date,Close,High,Low,Open,Volume,Daily_Return_Pct,Log_Return,Price_Range,Body_Size,Upper_Shadow,Lower_Shadow,MA_7,MA_14,MA_21,MA_50,MA_100,MA_200,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,RSI_14,BB_Mid,BB_Std,BB_Upper,BB_Lower,BB_Width,Volume_MA_20,Volume_Change_Pct,Volatility_30d,Year,Month,Quarter,Day_of_Week,Week_Number,Cumulative_Max,Drawdown_Pct
2021-08-03,2502.35,2630.31,2449.35,2609.41,22696753413,-4.13,-0.042177,180.96,107.06,20.9,53.0,2479.29,2314.88,2171.11,2152.46,2546.48,2161.72,2381.26,2263.74,117.52,62.1207,55.3993,63.74,2179.95,270.03,2720.01,1639.89,1080.12,18429342116.0,2.41,3.9974,2021,8,3,Tuesday,31,4168.7,-39.9729
2021-08-04,2724.62,2764.44,2463.47,2508.54,25038698173,8.8825,0.085099,300.97,216.08,39.82,45.07,2540.44,2367.28,2205.89,2154.73,2548.38,2169.17,2434.08,2297.88,136.2,76.9366,59.2634,71.06,2220.62,288.07,2796.76,1644.48,1152.28,18896872397.0,10.32,4.1447,2021,8,3,Wednesday,31,4168.7,-34.641
2021-08-05,2827.33,2840.43,2540.68,2725.67,31057928075,3.7697,0.037004,299.75,101.66,13.1,184.99,2604.21,2424.57,2249.51,2163.93,2550.03,2177.16,2494.58,2337.1,157.48,93.0453,64.4347,73.7,2267.97,306.44,2880.85,1655.09,1225.76,19705540344.0,24.04,4.079,2021,8,3,Thursday,31,4168.7,-32.1772
2021-08-06,2890.94,2944.9,2727.79,2827.5,26528577879,2.2498,0.022249,217.11,63.44,53.96,99.71,2664.78,2479.3,2297.64,2174.3,2551.47,2185.33,2555.56,2378.12,177.44,109.9242,67.5158,75.21,2317.58,323.37,2964.32,1670.84,1293.48,20363755134.0,-14.58,4.0822,2021,8,3,Friday,31,4168.7,-30.6513
2021-08-07,3157.24,3170.23,2868.54,2891.71,33081467129,9.2115,0.088117,301.69,265.53,12.99,23.17,2753.5,2548.44,2357.56,2192.82,2555.48,2194.23,2648.13,2435.84,212.29,130.3974,81.8926,80.3,2380.66,357.93,3096.52,1664.8,1431.72,21328235054.0,24.7,3.9726,2021,8,3,Saturday,31,4168.7,-24.2632
2021-08-08,3013.73,3184.6,2951.75,3161.23,28433638008,-4.5454,-0.04652,232.85,147.5,23.37,61.98,2818.05,2607.19,2410.81,2209.52,2557.88,2202.39,2704.37,2478.64,225.73,149.4639,76.2661,71.75,2440.48,358.8,3158.08,1722.88,1435.2,22042030180.0,-14.05,4.1189,2021,8,3,Sunday,31,4168.7,-27.7058
2021-08-09,3167.86,3185.7,2900.93,3012.89,31983260936,5.1143,0.049878,284.77,154.97,17.84,111.96,2897.72,2673.93,2475.12,2227.95,2560.1,2212.62,2775.68,2529.7,245.98,168.7671,77.2129,74.85,2509.5,359.34,3228.18,1790.82,1437.36,22772763345.0,12.48,4.1418,2021,8,3,Monday,32,4168.7,-24.0084
2021-08-10,3141.69,3228.94,3059.23,3163.05,27605221710,-0.8261,-0.008295,169.71,21.36,65.89,82.46,2989.06,2734.17,2539.6,2253.01,2562.0,2222.14,2831.99,2575.03,256.96,186.4057,70.5543,73.37,2567.04,364.04,3295.12,1838.96,1456.16,23090356443.0,-13.69,4.1625,2021,8,3,Tuesday,32,4168.7,-24.6362
2021-08-11,3164.25,3269.21,3122.92,3142.83,26729035052,0.7181,0.007155,146.29,21.42,104.96,19.91,3051.86,2796.15,2595.47,2278.8,2559.33,2231.81,2883.11,2618.68,264.43,202.0106,62.4194,73.85,2623.99,363.91,3351.81,1896.17,1455.64,23552034179.0,-3.17,3.9985,2021,8,3,Wednesday,32,4168.7,-24.095
2021-08-12,3043.41,3236.31,2984.17,3164.18,25403699845,-3.8189,-0.038937,252.14,120.77,72.13,59.24,3082.73,2843.47,2643.96,2299.87,2557.23,2240.07,2907.77,2650.14,257.63,213.1344,44.4956,66.93,2669.92,355.46,3380.84,1959.0,1421.84,24012199547.0,-4.96,3.9515,2021,8,3,Thursday,32,4168.7,-26.9938
2021-08-13,3322.21,3324.67,3037.68,3049.0,23868866254,9.1608,0.087652,286.99,273.21,2.46,11.32,3144.34,2904.56,2700.98,2326.55,2555.22,2250.06,2971.53,2699.92,271.61,224.8296,46.7804,73.18,2726.57,364.98,3456.53,1996.61,1459.92,24402770529.0,-6.04,4.1828,2021,8,3,Friday,32,4168.7,-20.3059
2021-08-14,3265.44,3329.28,3214.52,3322.76,19860862133,-1.7088,-0.017236,114.76,57.32,6.52,50.92,3159.8,2956.65,2752.23,2355.59,2552.97,2259.6,3016.75,2741.81,274.94,234.8516,40.0884,70.27,2780.27,361.08,3502.43,2058.11,1444.32,24667489454.0,-16.79,4.0848,2021,8,3,Saturday,32,4168.7,-21.6677
2021-08-15,3310.5,3320.08,3117.79,3266.28,22166205051,1.3799,0.013705,202.29,44.22,9.58,148.49,3202.19,3010.12,2805.52,2385.22,2551.22,2269.89,3061.94,2783.94,278.0,243.4813,34.5187,71.24,2834.13,355.5,3545.13,2123.13,1422.0,24295083495.0,11.61,4.0328,2021,8,3,Sunday,32,4168.7,-20.5868
2021-08-16,3156.51,3333.99,3139.78,3309.42,23080039949,-4.6516,-0.047632,194.21,152.91,24.57,16.73,3200.57,3049.15,2849.48,2408.77,2543.76,2279.01,3076.49,2811.53,264.96,247.7771,17.1829,63.55,2877.04,338.83,3554.7,2199.38,1355.32,24295711474.0,4.12,4.2082,2021,8,3,Monday,33,4168.7,-24.2807
2021-08-17,3014.85,3288.81,2996.47,3149.38,25509056745,-4.4879,-0.045917,292.34,134.53,139.43,18.38,3182.45,3085.76,2883.6,2427.47,2534.62,2287.17,3067.01,2826.59,240.42,246.3056,-5.8856,57.41,2912.95,310.98,3534.91,2290.99,1243.92,24621599192.0,10.52,4.349,2021,8,3,Tuesday,33,4168.7,-27.6789
2021-08-18,3020.09,3124.98,2959.03,3011.96,21539248425,0.1738,0.001737,165.95,8.13,104.89,52.93,3161.86,3106.86,2918.05,2444.66,2525.3,2295.39,3059.79,2840.93,218.86,240.8165,-21.9565,57.58,2944.91,285.21,3515.33,2374.49,1140.84,24882892958.0,-15.56,4.221,2021,8,3,Wednesday,33,4168.7,-27.5532
2021-08-19,3182.7,3184.44,2963.15,3019.13,19546290360,5.3843,0.052443,221.29,163.57,1.74,55.98,3181.76,3132.24,2956.23,2462.82,2515.44,2304.73,3078.7,2866.24,212.46,235.1452,-22.6852,62.39,2980.7,266.36,3513.42,2447.98,1065.44,24849565029.0,-9.25,4.219,2021,8,3,Thursday,33,4168.7,-23.6525
2021-08-20,3286.94,3298.25,3178.1,3182.16,20885619828,3.2752,0.032227,120.15,104.78,11.31,4.06,3176.72,3160.53,2995.28,2486.29,2510.45,2314.32,3110.73,2897.41,213.32,230.7802,-17.4602,65.13,3018.23,252.99,3524.21,2512.25,1011.96,24993760506.0,6.85,3.8418,2021,8,3,Friday,33,4168.7,-21.1519
2021-08-21,3226.08,3307.35,3209.87,3286.93,18113977628,-1.8516,-0.018689,97.48,60.85,20.42,16.21,3171.1,3165.45,3028.13,2507.81,2505.56,2322.87,3128.48,2921.75,206.73,225.9701,-19.2401,62.28,3051.44,232.71,3516.86,2586.02,930.84,24764560035.0,-13.27,3.8978,2021,8,3,Saturday,33,4168.7,-22.6118
2021-08-22,3242.12,3272.73,3142.01,3226.23,15983278460,0.4972,0.00496,130.72,15.89,30.61,84.22,3161.33,3181.76,3060.52,2528.13,2497.19,2330.78,3145.96,2945.48,200.48,220.8721,-20.3921,62.74,3083.04,211.58,3506.2,2659.88,846.32,24455586253.0,-11.76,3.8528,2021,8,3,Sunday,33,4168.7,-22.2271
2021-08-23,3319.26,3373.38,3235.85,3241.36,20511110509,2.3793,0.023514,137.53,77.9,54.12,5.51,3184.58,3192.58,3094.29,2548.08,2494.0,2339.4,3172.62,2973.17,199.45,216.5877,-17.1377,64.97,3123.89,167.93,3459.75,2788.03,671.72,24346304107.0,28.33,3.8456,2021,8,3,Monday,34,4168.7,-20.3766
2021-08-24,3172.46,3358.69,3154.12,3324.86,20131028906,-4.4227,-0.045235,204.57,152.4,33.83,18.34,3207.09,3194.77,3126.2,2567.56,2489.85,2346.67,3172.6,2987.93,184.67,210.2041,-25.5341,57.89,3146.28,139.3,3424.88,2867.68,557.2,24100920644.0,-1.85,3.9871,2021,8,3,Tuesday,34,4168.7,-23.8981
2021-08-25,3224.92,3248.73,3086.11,3174.27,18902728235,1.6536,0.016401,162.62,50.65,23.81,88.16,3236.35,3199.11,3150.03,2585.56,2489.28,2354.4,3180.65,3005.49,175.16,203.1953,-28.0353,59.58,3166.16,118.16,3402.48,2929.84,472.64,23493160652.0,-6.1,3.986,2021,8,3,Wednesday,34,4168.7,-22.6397
2021-08-26,3100.33,3249.66,3060.23,3228.75,17405668117,-3.8634,-0.0394,189.43,128.42,20.91,40.1,3224.59,3203.17,3163.03,2601.27,2486.48,2361.83,3168.29,3012.51,155.78,193.7123,-37.9323,54.02,3176.63,100.43,3377.49,2975.77,401.72,23037015164.0,-7.92,4.0828,2021,8,3,Thursday,34,4168.7,-25.6284
2021-08-27,3270.6,3281.84,3064.49,3096.41,18489602004,5.492,0.053465,217.35,174.19,11.24,31.92,3222.25,3199.49,3181.1,2624.28,2494.58,2369.45,3184.03,3031.63,152.4,185.4498,-33.0498,59.57,3182.3,102.46,3387.22,2977.38,409.84,22307421908.0,6.23,4.1543,2021,8,3,Friday,34,4168.7,-21.5439
2021-08-28,3244.4,3284.85,3217.4,3275.1,13709633698,-0.8011,-0.008043,67.45,30.7,9.75,27.0,3224.87,3197.98,3185.25,2646.23,2499.18,2376.84,3193.32,3047.39,145.93,177.5458,-31.6158,58.4,3193.83,95.21,3384.25,3003.41,380.84,21571221692.0,-25.85,4.1452,2021,8,3,Saturday,34,4168.7,-22.1724
2021-08-29,3227.0,3283.24,3158.84,3246.77,13296586731,-0.5363,-0.005378,124.4,19.77,36.47,68.16,3222.71,3192.02,3195.41,2668.55,2507.14,2384.25,3198.5,3060.7,137.8,169.5967,-31.7967,57.6,3196.79,95.28,3387.35,3006.23,381.12,20636887982.0,-3.01,4.1283,2021,8,3,Sunday,34,4168.7,-22.5898
2021-08-30,3224.37,3346.58,3151.44,3227.19,19306924485,-0.0815,-0.000815,195.14,2.82,119.39,72.93,3209.15,3196.87,3198.1,2690.24,2516.43,2391.45,3202.48,3072.82,129.66,161.6093,-31.9493,57.47,3200.92,94.56,3390.04,3011.8,378.24,20221973121.0,45.2,4.1179,2021,8,3,Monday,35,4168.7,-22.6529
2021-08-31,3433.73,3466.99,3195.22,3227.76,27280502987,6.4931,0.06291,271.77,205.97,33.26,32.54,3246.48,3226.79,3212.01,2718.18,2529.67,2399.4,3238.06,3099.55,138.51,156.9895,-18.4795,64.34,3214.4,107.39,3429.18,2999.62,429.56,20249546518.0,41.3,4.2434,2021,8,3,Tuesday,35,4168.7,-17.6307
2021-09-01,3834.83,3836.87,3387.41,3430.76,30070890104,11.6812,0.110478,449.46,404.07,2.04,43.35,3333.61,3284.98,3243.94,2756.08,2541.59,2409.51,3329.87,3154.02,175.85,160.7616,15.0884,73.25,3253.97,169.13,3592.23,2915.71,676.52,20482906030.0,10.23,4.6646,2021,9,3,Wednesday,35,4168.7,-8.009
2021-09-02,3790.99,3830.71,3726.75,3825.03,24387397330,-1.1432,-0.011498,103.96,34.04,5.68,64.24,3432.27,3328.43,3279.54,2792.01,2552.43,2419.44,3400.81,3201.2,199.61,168.5313,31.0787,71.16,3277.41,207.27,3691.95,2862.87,829.08,20508832584.0,-18.9,4.5737,2021,9,3,Thursday,35,4168.7,-9.0606
2021-09-03,3940.61,4022.47,3712.68,3787.49,26207765094,3.9467,0.038708,309.79,153.12,81.86,74.81,3527.99,3375.12,3308.99,2832.6,2562.95,2430.24,3483.86,3255.97,227.89,180.403,47.487,73.9,3311.16,254.76,3820.68,2801.64,1019.04,20826177732.0,7.46,4.3835,2021,9,3,Friday,35,4168.7,-5.4715
2021-09-04,3887.83,3969.45,3837.93,3937.91,20806963328,-1.3394,-0.013484,131.52,50.08,31.54,49.9,3619.91,3422.39,3338.62,2872.75,2574.46,2440.77,3546.01,3302.78,243.23,192.9684,50.2616,71.33,3340.03,285.53,3911.09,2768.97,1142.12,20758215646.0,-20.61,4.3846,2021,9,3,Saturday,35,4168.7,-6.7376
2021-09-05,3952.13,3979.19,3838.49,3886.33,18371468576,1.6539,0.016404,140.7,65.8,27.06,47.84,3723.5,3473.1,3369.18,2913.81,2589.78,2451.29,3608.49,3350.88,257.61,205.8967,51.7133,72.58,3379.81,312.74,4005.29,2754.33,1250.96,20522787078.0,-11.71,4.3808,2021,9,3,Sunday,35,4168.7,-5.1951
2021-09-06,3928.38,3968.43,3868.99,3951.52,18674691198,-0.6009,-0.006028,99.44,23.14,16.91,59.39,3824.07,3516.61,3405.93,2954.47,2606.27,2461.25,3657.7,3393.66,264.04,217.5254,46.5146,71.34,3425.49,323.17,4071.83,2779.15,1292.68,20181068800.0,1.65,4.1155,2021,9,3,Monday,36,4168.7,-5.7649
2021-09-07,3426.39,3945.31,3062.22,3926.53,39131346397,-12.7785,-0.13672,883.09,500.14,18.78,364.17,3823.02,3534.75,3425.53,2986.65,2616.63,2468.58,3622.11,3396.08,226.03,219.2263,6.8037,51.35,3445.8,308.8,4063.4,2828.2,1235.2,21060673699.0,109.54,4.7157,2021,9,3,Tuesday,36,4168.7,-17.8068
2021-09-08,3497.32,3559.12,3224.76,3428.38,31738430771,2.0701,0.02049,334.36,68.94,61.8,203.62,3774.81,3554.21,3448.26,3020.85,2624.46,2476.47,3602.92,3403.58,199.34,215.249,-15.909,53.34,3461.53,302.64,4066.81,2856.25,1210.56,21670280719.0,-18.89,4.6461,2021,9,3,Wednesday,36,4168.7,-16.1053
2021-09-09,3427.34,3562.99,3400.52,3452.55,24118055831,-2.001,-0.020213,162.47,25.21,110.44,26.82,3722.86,3577.57,3459.91,3049.57,2632.39,2483.93,3575.9,3405.34,170.56,206.3112,-35.7512,51.12,3468.55,299.99,4068.53,2868.57,1199.96,21831902519.0,-24.01,4.662,2021,9,3,Thursday,36,4168.7,-17.784
2021-09-10,3211.51,3512.57,3157.06,3425.56,22355974097,-6.2973,-0.065043,355.51,214.05,87.01,54.45,3618.7,3573.34,3456.31,3073.3,2637.45,2491.07,3519.84,3390.98,128.86,190.821,-61.961,44.91,3467.83,300.63,4069.09,2866.57,1202.52,22044002343.0,-7.31,4.8186,2021,9,3,Friday,36,4168.7,-22.9614
2021-09-11,3270.28,3346.53,3208.96,3209.03,18627122934,1.83,0.018134,137.57,61.25,76.25,0.07,3530.48,3575.19,3458.42,3096.21,2641.6,2499.57,3481.45,3382.04,99.41,172.5388,-73.1288,46.8,3469.23,299.58,4068.39,2870.07,1198.32,22176194567.0,-16.68,4.7678,2021,9,3,Saturday,36,4168.7,-21.5516
2021-09-12,3410.13,3462.47,3235.11,3270.29,16810411424,4.2764,0.041875,227.36,139.84,52.34,35.18,3453.05,3588.27,3466.42,3120.63,2648.82,2508.49,3470.48,3384.12,86.36,155.303,-68.943,51.11,3473.78,297.87,4069.52,2878.04,1191.48,21991159612.0,-9.75,4.5342,2021,9,3,Sunday,36,4168.7,-18.1968
2021-09-13,3285.51,3426.5,3121.51,3407.47,22721552948,-3.6544,-0.037229,304.99,121.96,19.03,164.0,3361.21,3592.64,3464.81,3142.51,2655.37,2517.54,3442.02,3376.82,65.2,137.2824,-72.0824,47.43,3479.43,292.88,4065.19,2893.67,1171.52,22120685814.0,35.16,4.576,2021,9,3,Monday,37,4168.7,-21.1862
2021-09-14,3429.17,3429.17,3273.63,3286.32,19125420848,4.3725,0.042796,155.54,142.85,0.0,12.69,3361.61,3592.32,3477.04,3166.43,2662.51,2527.46,3440.04,3380.69,59.35,121.6959,-62.3459,51.75,3489.64,287.05,4063.74,2915.54,1148.2,22131820445.0,-15.83,4.6365,2021,9,3,Tuesday,37,4168.7,-17.7401
2021-09-15,3615.28,3615.28,3365.91,3431.22,17548551804,5.4273,0.052851,249.37,184.06,0.0,65.31,3378.46,3576.63,3495.63,3192.77,2672.76,2538.23,3467.0,3398.07,68.93,111.1428,-42.2128,56.71,3515.39,273.04,4061.47,2969.31,1092.16,22138964629.0,-8.24,4.6364,2021,9,3,Wednesday,37,4168.7,-13.2756
2021-09-16,3571.29,3673.31,3489.81,3613.07,20093903064,-1.2168,-0.012242,183.5,41.78,60.24,81.48,3399.02,3560.94,3518.05,3218.26,2683.3,2549.01,3483.05,3410.9,72.15,103.3442,-31.1942,55.26,3530.42,267.07,4064.56,2996.28,1068.28,22219179682.0,14.5,4.5513,2021,9,3,Thursday,37,4168.7,-14.3308
2021-09-17,3398.54,3589.31,3356.45,3569.57,17722363229,-4.8372,-0.049581,232.86,171.03,19.74,42.09,3425.74,3522.22,3524.14,3238.61,2691.2,2558.18,3470.05,3409.99,60.06,94.6874,-34.6274,49.88,3538.13,260.52,4059.17,3017.09,1042.08,22419816159.0,-11.8,4.6607,2021,9,3,Friday,37,4168.7,-18.4748
2021-09-18,3432.02,3540.81,3371.89,3397.42,15995220233,0.9851,0.009803,168.92,34.6,108.79,25.53,3448.85,3489.66,3533.08,3257.91,2700.81,2567.88,3464.2,3411.62,52.58,86.2659,-33.6859,50.88,3548.38,251.51,4051.4,3045.36,1006.04,22554747834.0,-9.75,4.57,2021,9,3,Saturday,37,4168.7,-17.6717
2021-09-19,3329.45,3448.32,3286.17,3433.29,14257609743,-2.9886,-0.030342,162.15,103.84,15.03,43.28,3437.32,3445.19,3537.96,3273.78,2710.56,2576.64,3443.47,3405.53,37.94,76.6007,-38.6607,47.74,3553.64,245.41,4044.46,3062.82,981.64,22302282097.0,-10.86,4.575,2021,9,3,Sunday,37,4168.7,-20.1322
2021-09-20,2958.99,3343.33,2940.84,3329.67,27371684581,-11.1268,-0.117959,402.49,370.68,13.66,18.15,3390.68,3375.94,3525.32,3281.72,2716.43,2583.73,3368.93,3372.46,-3.53,60.5746,-64.1046,38.5,3529.9,278.37,4086.64,2973.16,1113.48,22306841177.0,91.98,5.0075,2021,9,3,Monday,38,4168.7,-29.0189
2021-09-21,2764.43,3101.7,2676.41,2977.31,30405062665,-6.5752,-0.068014,425.29,212.88,124.39,88.02,3295.71,3328.66,3493.45,3284.81,2718.99,2589.88,3275.93,3327.42,-51.49,38.1617,-89.6517,34.71,3476.38,316.89,4110.16,2842.6,1267.56,22323549805.0,11.08,5.14,2021,9,3,Tuesday,38,4168.7,-33.686
2021-09-22,3077.87,3089.08,2741.44,2763.21,23742102645,11.3383,0.107403,347.64,314.66,11.21,21.77,3218.94,3298.7,3457.4,3296.32,2724.39,2597.0,3245.46,3308.93,-63.47,17.8353,-81.3053,44.25,3440.72,319.73,4080.18,2801.26,1278.92,22291285070.0,-21.91,5.5509,2021,9,3,Wednesday,38,4168.7,-26.1672
2021-09-23,3155.52,3173.54,3038.1,3077.97,18516291047,2.5228,0.024916,135.44,77.55,18.02,39.87,3159.55,3279.28,3427.14,3304.94,2729.83,2604.16,3231.62,3297.57,-65.95,1.0783,-67.0283,46.34,3401.47,302.88,4007.23,2795.71,1211.52,21906711368.0,-22.01,5.5092,2021,9,3,Thursday,38,4168.7,-24.3045
2021-09-24,2931.67,3159.64,2747.34,3154.56,25595422789,-7.0939,-0.073581,412.3,222.89,5.08,184.33,3092.85,3259.3,3379.1,3307.02,2735.47,2609.65,3185.48,3270.46,-84.98,-16.1334,-68.8466,41.5,3353.66,297.48,3948.62,2758.7,1189.92,22146134341.0,38.23,5.6553,2021,9,3,Friday,38,4168.7,-29.6742
2021-09-25,2925.57,2968.99,2818.97,2930.88,18932786754,-0.2081,-0.002083,150.02,5.31,38.11,106.6,3020.5,3234.67,3333.28,3307.71,2741.01,2614.93,3145.49,3244.92,-99.43,-32.7927,-66.6373,41.38,3302.33,276.62,3855.57,2749.09,1106.48,22174200250.0,-26.03,5.612,2021,9,3,Saturday,38,4168.7,-29.8206
2021-09-26,3062.27,3114.86,2744.58,2926.34,21172766310,4.6726,0.045667,370.28,135.93,52.59,181.76,2982.33,3209.83,3290.9,3305.82,2749.32,2621.25,3132.69,3231.39,-98.7,-45.9742,-52.7258,45.4,3259.03,238.64,3736.31,2781.75,954.56,22299104006.0,11.83,5.5861,2021,9,3,Sunday,38,4168.7,-26.5414
2021-09-27,2934.14,3163.67,2932.69,3065.84,19164053681,-4.1842,-0.042742,230.98,131.7,97.83,1.45,2978.78,3184.73,3243.56,3304.22,2756.87,2626.79,3102.14,3209.37,-107.23,-58.2253,-49.0047,42.46,3234.42,245.75,3725.92,2742.92,983.0,21300739370.0,-9.49,5.6354,2021,9,3,Monday,39,4168.7,-29.615
2021-09-28,2807.3,2970.77,2793.36,2928.96,16895079070,-4.3229,-0.044191,177.41,121.66,41.81,13.94,2984.91,3140.31,3214.08,3297.01,2762.48,2631.97,3056.78,3179.59,-122.81,-71.1423,-51.6677,39.72,3199.91,255.15,3710.21,2689.61,1020.6,20558571785.0,-11.84,5.6858,2021,9,3,Tuesday,39,4168.7,-32.6577
2021-09-29,2853.14,2946.88,2786.99,2809.3,15763456158,1.6329,0.016197,159.89,43.84,93.74,22.31,2952.8,3085.87,3183.4,3291.24,2772.13,2636.61,3025.45,3155.4,-129.95,-82.9038,-47.0462,41.19,3171.2,260.46,3692.12,2650.28,1041.84,20140841801.0,-6.7,5.6967,2021,9,3,Wednesday,39,4168.7,-31.558
2021-09-30,3001.68,3046.52,2840.29,2852.56,17661065099,5.2062,0.050752,206.23,149.12,44.84,12.27,2930.82,3045.19,3163.13,3287.99,2783.4,2642.34,3021.79,3144.02,-122.23,-90.7691,-31.4609,45.83,3160.71,262.97,3686.65,2634.77,1051.88,19906096351.0,12.04,5.6489,2021,9,3,Thursday,39,4168.7,-27.9948
2021-10-01,3307.52,3329.85,2978.65,3001.13,22307625573,10.189,0.097027,351.2,306.39,22.33,22.48,2984.52,3038.68,3167.7,3293.27,2796.57,2649.92,3065.75,3156.13,-90.38,-90.6912,0.3112,53.89,3162.57,263.92,3690.41,2634.73,1055.68,20090121483.0,26.31,5.5454,2021,10,4,Friday,39,4168.7,-20.6582
2021-10-02,3391.69,3464.84,3260.03,3308.87,19202671704,2.5448,0.02513,204.81,82.82,73.15,48.84,3051.11,3035.8,3173.48,3294.66,2810.61,2657.85,3115.9,3173.58,-57.68,-84.089,26.409,55.84,3161.65,263.04,3687.73,2635.57,1052.16,20209734497.0,-13.92,5.5679,2021,10,4,Saturday,39,4168.7,-18.6391
2021-10-03,3418.36,3484.61,3348.12,3390.77,15516566862,0.7863,0.007833,136.49,27.59,66.25,42.65,3101.98,3042.15,3173.88,3297.72,2826.66,2665.82,3162.43,3191.71,-29.28,-73.1272,43.8472,56.47,3168.3,267.96,3704.22,2632.38,1071.84,19849485193.0,-19.2,5.516,2021,10,4,Sunday,39,4168.7,-17.9994
2021-10-04,3380.09,3434.78,3283.45,3418.78,17747154101,-1.1195,-0.011259,151.33,38.69,16.0,96.64,3165.68,3072.23,3178.38,3299.11,2842.17,2673.81,3195.92,3205.66,-9.74,-60.4498,50.7098,55.25,3165.84,265.66,3697.16,2634.52,1062.64,19780571856.0,14.38,5.5148,2021,10,4,Monday,40,4168.7,-18.9174
2021-10-05,3518.52,3541.45,3365.82,3381.78,16632591670,4.0955,0.040138,175.63,136.74,22.93,15.96,3267.29,3126.1,3182.64,3306.35,2857.56,2682.31,3245.55,3228.84,16.71,-45.0178,61.7278,58.71,3161.0,257.81,3676.62,2645.38,1031.24,19734773849.0,-6.28,5.5626,2021,10,4,Tuesday,40,4168.7,-15.5967
2021-10-06,3580.56,3622.55,3354.47,3516.57,21855226591,1.7632,0.017479,268.08,63.99,41.99,162.1,3371.2,3162.0,3180.98,3317.67,2872.57,2691.15,3297.09,3254.89,42.2,-27.5742,69.7742,60.19,3161.47,258.59,3678.65,2644.29,1034.36,19822840025.0,31.4,5.574,2021,10,4,Wednesday,40,4168.7,-14.1085
2021-10-07,3587.97,3650.01,3479.91,3576.81,19090322927,0.207,0.002067,170.1,11.16,62.04,96.9,3454.96,3192.89,3181.78,3329.02,2886.84,2700.15,3341.84,3279.56,62.28,-9.6034,71.8834,60.38,3170.94,270.91,3712.76,2629.12,1083.64,19891238010.0,-12.65,5.0385,2021,10,4,Thursday,40,4168.7,-13.9307
2021-10-08,3563.76,3667.96,3547.83,3587.83,16222029488,-0.6748,-0.00677,120.13,24.07,80.13,15.93,3491.56,3238.04,3189.64,3336.65,2899.73,2709.51,3375.98,3300.62,75.36,7.3893,67.9707,59.41,3177.52,279.07,3735.66,2619.38,1116.28,19902578473.0,-15.02,5.0297,2021,10,4,Friday,40,4168.7,-14.5115
2021-10-09,3575.72,3628.24,3544.64,3560.0,12707036942,0.3356,0.00335,83.6,15.72,52.52,15.36,3517.85,3284.48,3196.49,3342.42,2914.36,2719.0,3406.71,3320.99,85.72,23.0554,62.6646,59.75,3189.84,291.29,3772.42,2607.26,1165.16,19825049833.0,-21.67,5.0128,2021,10,4,Saturday,40,4168.7,-14.2246
2021-10-10,3425.85,3603.24,3414.97,3575.02,16171746693,-4.1913,-0.042817,188.27,149.17,28.22,10.88,3518.92,3310.45,3201.08,3346.42,2927.11,2728.16,3409.65,3328.76,80.89,34.6223,46.2677,53.67,3213.18,290.52,3794.22,2632.14,1162.08,19265052938.0,27.27,4.9318,2021,10,4,Sunday,40,4168.7,-17.8197
2021-10-11,3545.35,3622.29,3385.76,3419.73,18579189588,3.4882,0.034287,236.53,125.62,76.94,33.97,3542.53,3354.11,3229.0,3352.48,2940.31,2737.91,3430.53,3344.8,85.73,44.8439,40.8861,57.39,3252.23,279.3,3810.83,2693.63,1117.2,18673759285.0,14.89,4.9584,2021,10,4,Monday,41,4168.7,-14.9531
2021-10-12,3492.57,3546.48,3407.34,3546.48,18109578443,-1.4887,-0.014999,139.14,53.91,0.0,85.23,3538.83,3403.06,3263.67,3355.95,2952.01,2746.86,3440.08,3355.75,84.33,52.7411,31.5889,55.28,3272.96,281.06,3835.08,2710.84,1124.24,18392133074.0,-2.53,4.9141,2021,10,4,Tuesday,41,4168.7,-16.2192
2021-10-13,3606.2,3607.74,3417.6,3492.75,16211275589,3.2535,0.032017,190.14,113.45,1.54,75.15,3542.49,3456.85,3288.83,3364.62,2966.09,2756.31,3465.63,3374.3,91.33,60.4589,30.8711,58.8,3295.5,289.1,3873.7,2717.3,1156.4,18276882302.0,-10.48,4.8892,2021,10,4,Wednesday,41,4168.7,-13.4934
2021-10-14,3786.01,3819.26,3590.28,3604.96,19443499909,4.9861,0.048658,228.98,181.05,33.25,14.68,3570.78,3512.87,3318.85,3375.84,2980.7,2766.78,3514.92,3404.8,110.12,70.3911,39.7289,63.67,3338.21,295.56,3929.33,2747.09,1182.24,17969286158.0,19.94,4.9075,2021,10,4,Thursday,41,4168.7,-9.1801
2021-10-15,3862.63,3895.47,3735.36,3790.15,20966841512,2.0238,0.020036,160.11,72.48,32.84,54.79,3613.48,3552.52,3363.19,3391.09,2996.18,2776.99,3568.42,3438.71,129.71,82.2549,47.4551,65.54,3385.07,300.93,3986.93,2783.21,1203.72,18070988896.0,7.83,4.8271,2021,10,4,Friday,41,4168.7,-7.3421
2021-10-16,3830.38,3962.45,3805.89,3865.67,16578095629,-0.8349,-0.008384,156.56,35.29,96.78,24.49,3649.86,3583.86,3406.27,3402.29,3013.28,2786.92,3608.72,3467.72,141.0,94.0039,46.9961,64.05,3423.47,306.52,4036.51,2810.43,1226.08,17841255361.0,-20.93,4.8234,2021,10,4,Saturday,41,4168.7,-8.1157
