Date,Close,High,Low,Open,Volume,Daily_Return_Pct,Log_Return,Price_Range,Body_Size,Upper_Shadow,Lower_Shadow,MA_7,MA_14,MA_21,MA_50,MA_100,MA_200,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,RSI_14,BB_Mid,BB_Std,BB_Upper,BB_Lower,BB_Width,Volume_MA_20,Volume_Change_Pct,Volatility_30d,Year,Month,Quarter,Day_of_Week,Week_Number,Cumulative_Max,Drawdown_Pct
2020-06-16,234.42,236.39,228.43,229.76,7965648016,1.9528,0.019339,7.96,4.66,1.97,1.33,236.29,240.15,236.62,218.42,186.18,183.25,236.13,230.33,5.8,8.3072,-2.5072,53.24,238.01,8.19,254.39,221.63,32.76,10304244080.0,-24.4,3.4939,2020,6,2,Tuesday,25,1396.42,-83.2128
2020-06-17,233.03,235.95,229.34,234.49,7701391592,-0.593,-0.005947,6.61,1.46,1.46,3.69,234.23,239.36,237.77,219.12,186.5,183.65,235.65,230.53,5.12,7.6698,-2.5498,52.22,238.67,7.12,252.91,224.43,28.48,10078690179.0,-3.32,3.4494,2020,6,2,Wednesday,25,1396.42,-83.3123
2020-06-18,232.1,234.57,228.95,232.9,6713800872,-0.3991,-0.003999,5.62,0.8,1.67,3.15,234.28,238.48,238.36,219.42,186.81,184.06,235.11,230.64,4.47,7.0298,-2.5598,51.51,239.24,5.96,251.16,227.32,23.84,9801089395.0,-12.82,3.4485,2020,6,2,Thursday,25,1396.42,-83.3789
2020-06-19,227.14,232.15,226.8,231.95,6946372590,-2.137,-0.021602,5.35,4.81,0.2,0.34,232.81,237.47,238.66,219.81,187.13,184.45,233.88,230.38,3.5,6.3239,-2.8239,47.77,238.48,6.49,251.46,225.5,25.96,9397038131.0,3.46,3.4609,2020,6,2,Friday,25,1396.42,-83.7341
2020-06-20,229.27,231.45,226.64,226.98,6252830566,0.9377,0.009334,4.81,2.29,2.18,0.34,231.43,236.57,238.04,220.11,188.3,184.86,233.17,230.3,2.87,5.6331,-2.7631,49.47,238.4,6.6,251.6,225.2,26.4,9097934419.0,-9.98,3.3206,2020,6,2,Saturday,25,1396.42,-83.5816
2020-06-21,228.99,232.36,228.49,229.22,5600408178,-0.1221,-0.001222,3.87,0.23,3.14,0.5,230.7,235.41,237.95,220.38,189.26,185.27,232.53,230.2,2.33,4.9725,-2.6425,49.24,237.5,6.6,250.7,224.3,26.4,8680368431.0,-10.43,3.2687,2020,6,2,Sunday,25,1396.42,-83.6016
2020-06-22,242.53,243.78,228.93,229.0,9079586552,5.9129,0.057447,14.85,13.53,1.25,0.07,232.5,235.14,237.73,221.02,190.45,185.73,234.07,231.12,2.95,4.568,-1.618,59.0,237.76,6.69,251.14,224.38,26.76,8445242380.0,62.12,3.421,2020,6,2,Monday,26,1396.42,-82.632
2020-06-23,244.14,244.86,239.76,242.54,6624530348,0.6638,0.006616,5.1,1.6,0.72,2.78,233.89,235.09,238.06,221.74,191.64,186.21,235.62,232.08,3.54,4.3624,-0.8224,59.99,237.76,6.69,251.14,224.38,26.76,8283380857.0,-27.04,3.3533,2020,6,2,Tuesday,26,1396.42,-82.5167
2020-06-24,235.77,248.51,232.81,244.19,8815030025,-3.4284,-0.034885,15.7,8.42,4.32,2.96,234.28,234.25,237.66,222.32,192.89,186.64,235.64,232.36,3.28,4.1459,-0.8659,52.87,237.33,6.51,250.35,224.31,26.04,8215611643.0,33.07,3.432,2020,6,2,Wednesday,26,1396.42,-83.1161
2020-06-25,232.94,236.05,230.3,235.7,7010426122,-1.2003,-0.012076,5.75,2.76,0.35,2.64,234.4,234.34,237.12,222.89,194.08,187.05,235.22,232.4,2.82,3.8807,-1.0607,50.69,236.91,6.52,249.95,223.87,26.08,8101434753.0,-20.47,3.4228,2020,6,2,Thursday,26,1396.42,-83.3188
2020-06-26,229.67,233.9,229.26,232.88,7187490226,-1.4038,-0.014137,4.64,3.21,1.02,0.41,234.76,233.78,236.57,223.24,195.23,187.46,234.37,232.2,2.17,3.5386,-1.3686,48.2,236.3,6.59,249.48,223.12,26.36,8055065572.0,2.53,3.3949,2020,6,2,Friday,26,1396.42,-83.5529
2020-06-27,222.96,232.49,220.56,229.63,6918380955,-2.9216,-0.029651,11.93,6.67,2.86,2.4,233.86,232.64,235.66,223.44,196.09,187.84,232.61,231.51,1.1,3.0509,-1.9509,43.49,235.19,6.89,248.97,221.41,27.56,7923740462.0,-3.74,3.3166,2020,6,2,Saturday,26,1396.42,-84.0335
2020-06-28,225.35,228.6,219.47,222.91,6205925718,1.0719,0.010662,9.13,2.44,3.25,3.44,233.34,232.02,234.72,223.72,197.02,188.25,231.5,231.06,0.44,2.5287,-2.0887,45.54,234.14,6.7,247.54,220.74,26.8,7830197583.0,-10.3,3.321,2020,6,2,Sunday,26,1396.42,-83.8623
2020-06-29,228.19,229.9,222.25,225.36,6726164653,1.2603,0.012524,7.65,2.83,1.71,3.11,231.29,231.89,233.86,224.51,197.97,188.66,230.99,230.84,0.15,2.053,-1.903,47.94,233.3,6.31,245.92,220.68,25.24,7744178526.0,8.38,2.7833,2020,6,2,Monday,27,1396.42,-83.6589
2020-06-30,226.32,229.48,224.82,227.97,6094093001,-0.8195,-0.008229,4.66,1.65,1.51,1.5,228.74,231.31,232.97,225.32,199.0,189.07,230.27,230.51,-0.24,1.5944,-1.8344,46.49,232.25,5.54,243.33,221.17,22.16,7609233666.0,-9.4,2.6527,2020,6,2,Tuesday,27,1396.42,-83.7928
2020-07-01,231.11,232.76,224.84,226.13,6463737443,2.1165,0.020944,7.92,4.98,1.65,1.29,228.08,231.18,232.19,226.15,199.97,189.51,230.4,230.55,-0.15,1.2455,-1.3955,50.62,232.22,5.55,243.32,221.12,22.2,7314594095.0,6.07,2.3445,2020,7,3,Wednesday,27,1396.42,-83.4498
2020-07-02,229.39,232.4,225.46,231.29,6212210566,-0.7442,-0.00747,6.94,1.9,1.11,3.93,227.57,230.98,232.08,226.76,200.87,189.94,230.24,230.47,-0.23,0.9504,-1.1804,49.15,231.81,5.44,242.69,220.93,21.76,7181756873.0,-3.89,2.2378,2020,7,3,Thursday,27,1396.42,-83.573
2020-07-03,225.39,229.63,224.91,229.32,5109032700,-1.7438,-0.017591,4.72,3.93,0.31,0.48,226.96,230.86,231.51,227.2,201.76,190.4,229.5,230.09,-0.59,0.6423,-1.2323,45.82,231.14,5.35,241.84,220.44,21.4,7080127259.0,-17.76,2.1823,2020,7,3,Friday,27,1396.42,-83.8594
2020-07-04,229.07,230.05,225.13,225.29,5228310135,1.6327,0.016195,4.92,3.78,0.98,0.16,227.83,230.84,231.04,227.87,202.67,190.93,229.43,230.02,-0.59,0.3959,-0.9859,49.23,230.89,5.32,241.53,220.25,21.28,6969573507.0,2.33,2.2084,2020,7,3,Saturday,27,1396.42,-83.5959
2020-07-05,227.66,229.86,224.54,228.98,5292172429,-0.6155,-0.006174,5.32,1.32,0.88,3.12,228.16,230.75,230.73,228.41,203.61,191.41,229.16,229.84,-0.68,0.1807,-0.8607,47.98,230.77,5.37,241.51,220.03,21.48,6707377134.0,1.22,2.1998,2020,7,3,Sunday,27,1396.42,-83.6969
2020-07-06,241.51,242.13,227.03,227.69,8782917553,6.0836,0.059058,15.1,13.82,0.62,0.66,230.06,230.68,231.28,229.1,204.71,191.97,231.06,230.71,0.35,0.2145,0.1355,58.97,231.13,5.83,242.79,219.47,23.32,6748240611.0,65.96,2.4782,2020,7,3,Monday,28,1396.42,-82.7051
2020-07-07,239.08,242.68,234.22,240.97,6441497597,-1.0062,-0.010113,8.46,1.89,1.71,4.86,231.89,230.32,231.51,229.59,205.85,192.52,232.29,231.33,0.96,0.3636,0.5964,56.71,231.43,6.09,243.61,219.25,24.36,6685245911.0,-26.66,2.4722,2020,7,3,Tuesday,28,1396.42,-82.8791
2020-07-08,246.67,248.31,238.4,239.16,9892586411,3.1747,0.031253,9.91,7.51,1.64,0.76,234.11,231.09,232.15,230.26,206.99,193.11,234.5,232.46,2.04,0.6989,1.3411,61.65,232.16,6.98,246.12,218.2,27.92,6844185188.0,53.58,2.5404,2020,7,3,Wednesday,28,1396.42,-82.3355
2020-07-09,243.02,247.29,239.9,246.75,8429099199,-1.4797,-0.014908,7.39,3.73,0.54,3.12,236.06,231.81,232.67,230.91,208.08,193.66,235.81,233.24,2.57,1.0731,1.4969,58.21,232.95,7.28,247.51,218.39,29.12,6918321519.0,-14.79,2.5533,2020,7,3,Thursday,28,1396.42,-82.5969
2020-07-10,240.98,242.88,236.73,242.87,7281370522,-0.8394,-0.00843,6.15,1.89,0.01,4.25,238.28,232.62,233.33,231.74,209.13,194.23,236.61,233.82,2.79,1.4165,1.3735,56.31,233.54,7.43,248.4,218.68,29.72,6969748517.0,-13.62,2.5502,2020,7,3,Friday,28,1396.42,-82.743
2020-07-11,239.46,241.53,238.33,241.04,5643067316,-0.6308,-0.006328,3.2,1.58,0.49,1.13,239.77,233.8,233.82,232.38,210.11,194.78,237.05,234.24,2.81,1.6952,1.1148,54.88,234.06,7.47,249.0,219.12,29.88,6971881474.0,-22.5,2.2598,2020,7,3,Saturday,28,1396.42,-82.8519
2020-07-12,242.13,243.31,237.77,239.46,6596394718,1.115,0.011088,5.54,2.67,1.18,1.69,241.84,235.0,234.44,233.05,211.11,195.36,237.83,234.82,3.01,1.9582,1.0518,56.95,234.04,7.44,248.92,219.16,29.76,6847721882.0,16.89,2.2237,2020,7,3,Sunday,28,1396.42,-82.6607
2020-07-13,239.6,244.31,238.23,242.18,7787751468,-1.0449,-0.010504,6.08,2.58,2.13,1.37,241.56,235.81,234.31,233.8,212.05,195.92,238.1,235.17,2.93,2.1525,0.7775,54.4,233.81,7.18,248.17,219.45,28.72,6905882938.0,18.06,2.2309,2020,7,3,Monday,29,1396.42,-82.8418
2020-07-14,240.21,242.0,237.8,239.98,7357458555,0.2546,0.002543,4.2,0.23,1.79,2.18,241.72,236.81,234.12,234.49,213.02,196.49,238.43,235.55,2.88,2.298,0.582,54.93,234.04,7.31,248.66,219.42,29.24,6833004364.0,-5.53,2.1975,2020,7,3,Tuesday,29,1396.42,-82.7982
2020-07-15,238.42,241.4,237.1,240.14,6189328448,-0.7452,-0.00748,4.3,1.72,1.26,1.32,240.55,237.33,234.24,235.22,213.71,197.04,238.43,235.76,2.67,2.3724,0.2976,53.0,234.31,7.37,249.05,219.57,29.48,6791949481.0,-15.88,2.1747,2020,7,3,Wednesday,29,1396.42,-82.9263
2020-07-16,233.64,239.01,231.62,238.45,5832057567,-2.0049,-0.020252,7.39,4.81,0.56,2.02,239.21,237.63,234.28,235.72,214.4,197.53,237.69,235.6,2.09,2.3159,-0.2259,48.15,234.51,7.29,249.09,219.93,29.16,6724177848.0,-5.77,2.1812,2020,7,3,Thursday,29,1396.42,-83.2686
2020-07-17,232.77,234.42,232.11,233.69,5859850529,-0.3724,-0.003731,2.31,0.92,0.73,0.66,238.03,238.16,234.43,235.98,215.0,198.03,236.93,235.39,1.54,2.1607,-0.6207,47.3,235.0,6.79,248.58,221.42,27.16,6671251326.0,0.48,2.1794,2020,7,3,Friday,29,1396.42,-83.3309
2020-07-18,235.48,236.54,232.32,232.86,5397402117,1.1642,0.011575,4.22,2.62,1.06,0.54,237.46,238.62,235.02,236.27,215.64,198.56,236.71,235.4,1.31,1.9906,-0.6806,50.24,235.51,6.4,248.31,222.71,25.6,6630825146.0,-7.89,2.1878,2020,7,3,Saturday,29,1396.42,-83.1369
2020-07-19,238.49,239.16,233.28,235.46,6251377305,1.2782,0.012701,5.88,3.03,0.67,2.18,236.94,239.39,235.65,236.2,216.45,199.1,236.98,235.63,1.35,1.8625,-0.5125,53.36,236.02,6.19,248.4,223.64,24.76,6607085779.0,15.82,2.1576,2020,7,3,Sunday,29,1396.42,-82.9213
2020-07-20,236.15,239.58,234.85,238.49,5600686192,-0.9812,-0.00986,4.73,2.34,1.09,1.3,236.45,239.01,236.03,236.3,217.22,199.64,236.85,235.67,1.18,1.726,-0.546,50.7,236.51,5.75,248.01,225.01,23.0,6582415438.0,-10.41,2.1629,2020,7,3,Monday,30,1396.42,-83.0889
2020-07-21,245.02,246.19,235.68,236.3,6806696015,3.7561,0.036873,10.51,8.72,1.17,0.62,237.14,239.43,236.92,236.26,218.06,200.2,238.11,236.36,1.75,1.7308,0.0192,59.03,237.21,5.9,249.01,225.41,23.6,6599563367.0,21.53,2.2615,2020,7,3,Tuesday,30,1396.42,-82.4537
2020-07-22,262.19,262.99,242.48,245.04,7702077383,7.0076,0.06773,20.51,17.15,0.8,2.56,240.53,240.54,238.4,236.76,219.12,200.83,241.82,238.27,3.55,2.0946,1.4554,69.7,238.85,7.85,254.55,223.15,31.4,6674056708.0,13.15,2.3626,2020,7,3,Wednesday,30,1396.42,-81.2241
2020-07-23,274.69,277.58,261.05,262.39,10281309262,4.7675,0.046574,16.53,12.3,2.89,1.34,246.4,242.8,240.55,237.37,220.29,201.53,246.87,240.97,5.9,2.8557,3.0443,74.84,241.31,10.65,262.61,220.01,42.6,6932670536.0,33.49,2.5,2020,7,3,Thursday,30,1396.42,-80.329
2020-07-24,279.22,286.19,269.24,274.72,9466060358,1.6491,0.016357,16.95,4.5,6.97,5.48,253.03,245.53,243.12,238.07,221.55,202.2,251.85,243.8,8.05,3.8946,4.1554,76.4,243.82,13.21,270.24,217.4,52.84,7144558047.0,-7.93,2.4002,2020,7,3,Friday,30,1396.42,-80.0046
2020-07-25,304.06,306.74,279.03,279.03,10785021813,8.8962,0.085225,27.71,25.03,2.68,0.0,262.83,250.15,246.69,239.32,222.87,203.0,259.88,248.27,11.61,5.4377,6.1723,82.73,247.64,18.34,284.32,210.96,73.36,7419200516.0,13.93,2.8125,2020,7,3,Saturday,30,1396.42,-78.2257
2020-07-26,309.64,316.39,300.27,303.69,12003973026,1.8352,0.018185,16.12,5.95,6.75,3.42,273.0,254.97,250.59,240.68,224.25,203.85,267.54,252.81,14.73,7.2961,7.4339,83.78,251.05,22.9,296.85,205.25,91.6,7580253290.0,11.3,2.7819,2020,7,3,Sunday,30,1396.42,-77.8262
2020-07-27,321.51,330.7,309.66,309.66,15644257058,3.8335,0.037618,21.04,11.85,9.19,0.0,285.19,260.82,254.4,242.2,225.6,204.76,275.84,257.9,17.94,9.4249,8.5151,85.77,255.17,27.58,310.33,200.01,110.32,8040391263.0,30.33,2.7232,2020,7,3,Monday,31,1396.42,-76.9761
2020-07-28,316.66,325.91,307.72,321.83,12357108065,-1.5085,-0.0152,18.19,5.17,4.08,8.94,295.42,266.28,258.1,243.61,226.95,205.62,282.12,262.25,19.87,11.5139,8.3561,81.38,258.67,30.7,320.07,197.27,122.8,8163617346.0,-21.01,2.7697,2020,7,3,Tuesday,31,1396.42,-77.3234
2020-07-29,318.19,324.38,313.11,316.56,10878845706,0.4832,0.00482,11.27,1.63,6.19,3.45,303.42,271.98,261.5,245.08,228.41,206.5,287.67,266.4,21.27,13.4651,7.8049,81.7,262.43,33.19,328.81,196.05,132.76,8286104671.0,-11.96,2.7726,2020,7,3,Wednesday,31,1396.42,-77.2139
2020-07-30,334.59,338.63,315.75,318.14,11827689045,5.1542,0.050257,22.88,16.45,4.04,2.39,311.98,279.19,265.86,246.82,230.03,207.44,294.89,271.45,23.44,15.4601,7.9799,84.71,267.11,36.45,340.01,194.21,145.8,8513420597.0,8.72,2.8399,2020,7,3,Thursday,31,1396.42,-76.0394
2020-07-31,345.55,348.61,329.34,334.63,12030600492,3.2757,0.032231,19.27,10.92,3.06,5.29,321.46,287.25,270.84,249.1,231.66,208.45,302.68,276.94,25.74,17.5161,8.2239,86.33,272.41,39.78,351.97,192.85,159.12,8832797256.0,1.72,2.8585,2020,7,3,Friday,31,1396.42,-75.2546
2020-08-01,385.2,388.85,343.59,345.8,14045259477,11.4745,0.108625,45.26,39.4,3.65,2.21,333.05,297.94,277.78,252.05,233.66,209.54,315.38,284.96,30.42,20.0969,10.3231,90.33,279.56,46.37,372.3,186.82,185.48,9205240494.0,16.75,3.3691,2020,8,3,Saturday,31,1396.42,-72.4152
2020-08-02,370.67,411.23,357.14,385.55,18909744275,-3.7721,-0.038451,54.09,14.88,25.68,13.53,341.77,307.38,283.9,254.69,235.47,210.57,323.88,291.31,32.57,22.5915,9.9785,80.99,286.12,49.57,385.26,186.98,198.28,9761340134.0,34.63,3.4617,2020,8,3,Sunday,31,1396.42,-73.4557
2020-08-03,386.3,396.51,369.34,371.13,12834648062,4.2167,0.041302,27.17,15.17,10.21,1.79,351.02,318.11,290.89,257.73,237.38,211.68,333.49,298.34,35.15,25.1032,10.0468,83.02,293.42,53.09,399.6,187.24,212.36,10035199610.0,-32.13,3.4912,2020,8,3,Monday,32,1396.42,-72.3364
2020-08-04,389.88,400.7,382.99,386.16,14086704221,0.9267,0.009225,17.71,3.72,10.82,3.17,361.48,328.45,298.02,260.93,239.3,212.77,342.16,305.12,37.04,27.4906,9.5494,83.46,301.0,55.57,412.14,189.86,222.28,10430068398.0,9.76,3.4655,2020,8,3,Tuesday,32,1396.42,-72.08
2020-08-05,401.59,406.3,386.22,389.71,12875466638,3.0035,0.029593,20.08,11.88,4.71,3.49,373.4,338.41,305.79,264.27,241.35,213.9,351.31,312.27,39.04,29.8004,9.2396,84.83,309.39,57.52,424.43,194.35,230.08,10782238852.0,-8.6,3.3808,2020,8,3,Wednesday,32,1396.42,-71.2415
2020-08-06,394.96,403.49,392.6,401.58,11304626458,-1.6509,-0.016647,10.89,6.62,1.91,2.36,382.02,347.0,313.47,267.51,243.31,215.04,358.02,318.39,39.63,31.7664,7.8636,80.74,317.5,57.58,432.66,202.34,230.32,11054477648.0,-12.2,3.401,2020,8,3,Thursday,32,1396.42,-71.7162
2020-08-07,379.51,398.25,367.94,395.23,12751687084,-3.9118,-0.039904,30.31,15.72,3.02,11.57,386.87,354.16,320.45,270.46,244.94,216.1,361.33,322.92,38.41,33.0951,5.3149,72.03,324.7,55.76,436.22,213.18,223.04,11422191897.0,12.8,3.5412,2020,8,3,Friday,32,1396.42,-72.8226
2020-08-08,393.99,393.99,377.35,379.55,9342060531,3.8154,0.037445,16.64,14.44,0.0,2.2,388.13,360.59,328.0,273.8,246.8,217.23,366.35,328.19,38.16,34.1081,4.0519,74.78,332.48,53.91,440.3,224.66,215.64,11576726058.0,-26.74,3.5192,2020,8,3,Saturday,32,1396.42,-71.7857
2020-08-09,391.12,399.74,385.83,395.31,9451065592,-0.7284,-0.007311,13.91,4.19,4.43,5.29,391.05,366.41,335.27,277.03,248.57,218.34,370.16,332.85,37.31,34.7485,2.5615,73.24,340.23,50.36,440.95,239.51,201.44,11769245028.0,1.17,3.5165,2020,8,3,Sunday,32,1396.42,-71.9912
2020-08-10,395.89,399.38,391.04,391.04,11685827893,1.2196,0.012122,8.34,4.85,3.49,0.0,392.42,371.72,342.88,280.37,250.38,219.5,374.12,337.52,36.6,35.1188,1.4812,74.19,347.77,46.5,440.77,254.77,186.0,12013201622.0,23.65,3.4906,2020,8,3,Monday,33,1396.42,-71.6496
2020-08-11,380.38,398.48,370.86,395.89,12792218737,-3.9178,-0.039966,27.62,15.51,2.59,9.52,391.06,376.27,349.32,283.13,252.07,220.59,375.08,340.69,34.39,34.973,-0.583,66.0,353.68,42.38,438.44,268.92,169.52,12267708690.0,9.47,3.6398,2020,8,3,Tuesday,33,1396.42,-72.7603
2020-08-12,391.02,391.31,367.92,380.06,12408772745,2.7972,0.027588,23.39,10.96,0.29,12.14,389.55,381.48,355.46,286.07,253.9,221.74,377.54,344.42,33.12,34.6024,-1.4824,68.56,359.5,38.8,437.1,281.9,155.2,12374081864.0,-3.0,3.6118,2020,8,3,Wednesday,33,1396.42,-71.9984
2020-08-13,428.74,432.9,379.71,390.84,18480303526,9.6466,0.092092,53.19,37.9,4.16,11.13,394.38,388.2,362.79,289.92,256.12,223.04,385.41,350.67,34.74,34.6299,0.1101,75.59,366.97,36.88,440.73,293.21,147.52,12824794022.0,48.93,3.8787,2020,8,3,Thursday,33,1396.42,-69.2972
2020-08-14,437.4,444.58,423.35,428.68,15064589987,2.0199,0.019997,21.23,8.72,7.18,5.33,402.65,394.76,370.33,294.01,258.45,224.38,393.41,357.09,36.32,34.9679,1.3521,76.87,373.64,36.96,447.56,299.72,147.84,13038772431.0,-18.48,3.8434,2020,8,3,Friday,33,1396.42,-68.677
2020-08-15,433.35,441.75,429.87,437.56,12416067894,-0.9259,-0.009302,11.88,4.21,4.19,3.48,408.27,398.2,376.48,298.09,260.66,225.66,399.56,362.74,36.82,35.3384,1.4816,74.9,379.82,36.02,451.86,307.78,144.08,13059377174.0,-17.58,3.8084,2020,8,3,Saturday,33,1396.42,-68.9671
2020-08-16,433.79,436.27,415.09,433.35,12168816874,0.1015,0.001015,21.18,0.44,2.48,18.26,414.37,402.71,382.39,302.3,262.87,226.95,404.82,368.0,36.82,35.6347,1.1853,74.97,385.44,35.19,455.82,315.06,140.76,12885605165.0,-1.99,3.7986,2020,8,3,Sunday,33,1396.42,-68.9356
2020-08-17,429.53,442.73,422.65,433.97,13227089410,-0.982,-0.009869,20.08,4.44,8.76,6.88,419.17,405.8,387.54,306.39,265.05,228.18,408.62,372.56,36.06,35.7197,0.3403,72.7,391.08,32.53,456.14,326.02,130.12,12929104232.0,8.7,3.8381,2020,8,3,Monday,34,1396.42,-69.2406
2020-08-18,423.67,432.58,419.67,429.67,11978984079,-1.3643,-0.013737,12.91,6.0,2.91,4.0,425.36,408.21,392.63,310.3,267.4,229.4,410.94,376.35,34.59,35.4938,-0.9038,69.57,396.36,28.38,453.12,339.6,113.52,12984111151.0,-9.44,3.8874,2020,8,3,Tuesday,34,1396.42,-69.6603
2020-08-19,406.46,427.02,396.68,423.74,13137391167,-4.0621,-0.041469,30.34,17.28,3.28,9.78,427.56,408.56,396.84,313.9,269.61,230.51,410.25,378.58,31.67,34.729,-3.059,61.25,399.95,24.42,448.79,351.11,97.68,13049596257.0,9.67,4.0078,2020,8,3,Wednesday,34,1396.42,-70.8927
2020-08-20,416.44,418.73,404.03,406.76,10043032427,2.4553,0.024257,14.7,9.68,2.29,2.73,425.81,410.09,400.74,317.61,271.88,231.65,411.2,381.38,29.82,33.7472,-3.9272,63.94,403.49,21.02,445.53,361.45,84.08,12950217854.0,-23.55,3.9941,2020,8,3,Thursday,34,1396.42,-70.178
2020-08-21,389.13,418.64,387.44,416.15,11781796374,-6.558,-0.067829,31.2,27.02,2.49,1.69,418.91,410.78,402.81,320.8,273.78,232.65,407.81,381.96,25.85,32.1678,-6.3178,53.07,403.69,20.86,445.41,361.97,83.44,12837044699.0,17.31,4.1557,2020,8,3,Friday,34,1396.42,-72.1337
2020-08-22,395.84,396.47,382.81,389.03,10131847985,1.7244,0.017097,13.66,6.81,0.63,6.22,413.55,410.91,403.32,324.21,275.71,233.68,405.97,382.98,22.99,30.3322,-7.3422,55.09,404.95,19.47,443.89,366.01,77.88,12398149884.0,-14.0,4.1077,2020,8,3,Saturday,34,1396.42,-71.6532
2020-08-23,391.38,396.49,385.04,395.56,8137303970,-1.1267,-0.011331,11.45,4.18,0.93,6.34,407.49,410.93,404.3,327.46,277.67,234.61,403.72,383.61,20.11,28.2878,-8.1778,53.44,405.2,19.25,443.7,366.7,77.0,12163282680.0,-19.69,4.1309,2020,8,3,Sunday,34,1396.42,-71.9726
2020-08-24,408.14,409.39,389.31,391.68,10328860398,4.2823,0.041931,20.08,16.46,1.25,2.37,404.44,411.8,405.34,331.07,279.74,235.59,404.4,385.42,18.98,26.4262,-7.4462,58.47,406.12,18.91,443.94,368.3,75.64,11975390488.0,26.93,3.9152,2020,8,3,Monday,35,1396.42,-70.7724
2020-08-25,384.0,408.53,374.36,408.07,12428442042,-5.9146,-0.060968,34.17,24.07,0.46,9.64,398.77,412.06,405.06,333.92,281.51,236.4,401.26,385.32,15.94,24.329,-8.389,50.08,405.24,19.53,444.3,366.18,78.12,11953039259.0,20.33,4.1128,2020,8,3,Tuesday,35,1396.42,-72.5011
2020-08-26,386.47,391.87,378.71,383.98,9967343483,0.6432,0.006412,13.16,2.49,5.4,5.27,395.91,411.74,404.34,336.86,283.23,237.22,398.99,385.4,13.59,22.1812,-8.5912,50.86,404.81,19.86,444.53,365.09,79.44,11886175110.0,-19.8,4.0728,2020,8,3,Wednesday,35,1396.42,-72.3242
2020-08-27,382.63,395.35,374.87,386.61,10457777652,-0.9936,-0.009986,20.48,3.98,8.74,7.76,391.08,408.45,403.76,339.58,284.92,237.99,396.47,385.2,11.27,19.9989,-8.7289,49.57,404.97,19.66,444.29,365.65,78.64,11771479638.0,4.92,4.0642,2020,8,3,Thursday,35,1396.42,-72.5992
2020-08-28,395.87,397.76,381.27,382.63,9120674421,3.4603,0.034017,16.49,13.24,1.89,1.36,392.05,405.48,404.54,342.64,286.78,238.85,396.38,385.99,10.39,18.0772,-7.6872,53.91,405.06,19.61,444.28,365.84,78.44,11760410333.0,-12.79,4.0947,2020,8,3,Friday,35,1396.42,-71.6511
2020-08-29,399.92,405.62,393.04,395.69,8777703481,1.0231,0.010179,12.58,4.23,5.7,2.65,392.63,403.09,404.82,345.82,288.78,239.67,396.92,387.02,9.9,16.4417,-6.5417,55.18,405.5,19.38,444.26,366.74,77.52,11726742227.0,-3.76,4.0122,2020,8,3,Saturday,35,1396.42,-71.3611
2020-08-30,428.4,428.66,399.61,399.62,11211948040,7.1214,0.068793,29.05,28.78,0.26,0.01,397.92,402.71,406.59,349.6,290.99,240.48,401.77,390.09,11.68,15.4894,-3.8094,62.93,407.13,19.89,446.91,367.35,79.56,11703048235.0,27.73,4.1571,2020,8,3,Sunday,35,1396.42,-69.3216
2020-08-31,435.08,438.56,419.77,428.51,12774741797,1.5593,0.015473,18.79,6.57,3.48,8.74,401.77,403.1,408.46,353.46,293.25,241.32,406.89,393.42,13.47,15.0855,-1.6155,64.48,409.86,19.77,449.4,370.32,79.08,11702174388.0,13.94,3.6414,2020,8,3,Monday,36,1396.42,-68.8432
2020-09-01,477.05,487.21,432.08,434.87,18862763756,9.6465,0.092091,55.13,42.18,10.16,2.79,415.06,406.92,413.06,358.21,296.0,242.28,417.68,399.61,18.07,15.6824,2.3876,72.32,414.16,24.3,462.76,365.56,97.2,12024873938.0,47.66,3.9161,2020,9,3,Tuesday,36,1396.42,-65.8376
2020-09-02,440.04,480.33,424.46,477.01,19691854014,-7.7581,-0.080756,55.87,36.97,3.32,15.58,422.71,409.31,415.4,362.2,298.35,243.16,421.12,402.61,18.51,16.2479,2.2621,59.79,414.73,24.78,464.29,365.17,99.12,12085451463.0,4.4,4.1702,2020,9,3,Wednesday,36,1396.42,-68.488
2020-09-03,385.67,449.53,381.13,440.24,19622845896,-12.3557,-0.131884,68.4,54.57,9.29,4.54,423.15,407.12,413.35,365.15,300.19,243.79,415.67,401.35,14.32,15.8623,-1.5423,46.93,412.14,24.99,462.12,362.16,99.96,12313364258.0,-0.35,4.7851,2020,9,3,Thursday,36,1396.42,-72.3815
2020-09-04,388.24,402.41,371.64,384.67,16747106257,0.6664,0.006642,30.77,3.57,14.17,13.03,422.06,407.05,411.0,368.24,301.98,244.4,411.45,400.38,11.07,14.9039,-3.8339,47.5,409.89,25.01,459.91,359.87,100.04,12529916176.0,-14.66,4.7548,2020,9,3,Friday,36,1396.42,-72.1975
2020-09-05,335.26,394.17,316.77,388.04,29880047640,-13.6462,-0.146717,77.4,52.78,6.13,18.49,412.82,402.72,406.33,370.29,303.13,244.66,399.73,395.56,4.17,12.7571,-8.5871,38.3,404.96,29.38,463.72,346.2,117.52,13415477714.0,78.42,5.3636,2020,9,3,Saturday,36,1396.42,-75.9915
